Sample	Isoform	Gene	protocol	support_percent	sample_type
Mut8	Δ10q	BRCA1	Ill-SR	13.33	MutOnly
Mut8	ins 17:43095923-43095942	BRCA1	Ill-SR	0.0	MutOnly
Mut8	Δ8,10q	BRCA1	Ill-SR	0.0	MutOnly
Mut8	Δ9,10q	BRCA1	Ill-SR	0.0	MutOnly
Mut8	Δ10q ins 17:43079334-43079399	BRCA1	Ill-SR	0.0	MutOnly
Mut8	Δ10	BRCA1	Ill-SR	13.33	MutOnly
Mut8	Δ8,9,10,11	BRCA1	Ill-SR	0.0	MutOnly
Mut8	Δ8,10	BRCA1	Ill-SR	0.0	MutOnly
Mut8	Δ9,10	BRCA1	Ill-SR	9.68	MutOnly
Mut8	Δ10,11	BRCA1	Ill-SR	0.0	MutOnly
Mut9	Δ20	BRCA1	Ill-SR	0.0	MutOnly
Mut9	Δ20,22	BRCA1	Ill-SR	0.0	MutOnly
Mut9	Δ21,22	BRCA1	Ill-SR	2.63	MutOnly
Mut9	Δ22	BRCA1	Ill-SR	40.54	MutOnly
Mut9	Δ21	BRCA1	Ill-SR	2.44	MutOnly
Mut2	Δ19	BRCA2	Ill-SR	4.04	MutOnly
Mut2	Δ20	BRCA2	Ill-SR	5.06	MutOnly
Mut2	Δ19,20	BRCA2	Ill-SR	0.0	MutOnly
Mut2	ins 13:32371101-32371165	BRCA2	Ill-SR	0.0	MutOnly
Mut4	Δ13:32326244-32326282 Δ7	BRCA2	Ill-SR	0.0	MutOnly
Mut4	Δ3,5	BRCA2	Ill-SR	0.0	MutOnly
Mut4	Δ3,4,5	BRCA2	Ill-SR	0.0	MutOnly
Mut4	ins 13:32326083-32326100	BRCA2	Ill-SR	0.0	MutOnly
Mut4	Δ4,5,6,7	BRCA2	Ill-SR	0.0	MutOnly
Mut4	Δ5	BRCA2	Ill-SR	14.81	MutOnly
Mut4	Δ5,6,7	BRCA2	Ill-SR	0.0	MutOnly
Mut4	Δ6,7	BRCA2	Ill-SR	0.0	MutOnly
Mut5	Δ25	BRCA2	Ill-SR	2.2	MutOnly
Mut5	ins 13:32379914-32380006	BRCA2	Ill-SR	0.0	MutOnly
Mut6	Δ18	BRCA2	Ill-SR	5.88	MutOnly
Mut6	Δ17,18	BRCA2	Ill-SR	0.0	MutOnly
Mut1	Δ4	BRCA1	Whiley et al.	1.0	MutOnly
Mut1	Δ4q22	BRCA1	Whiley et al.	1.0	MutOnly
Mut1	Δ3	BRCA1	Whiley et al.	1.0	MutOnly
Mut1	Δ3,4	BRCA1	Whiley et al.	1.0	MutOnly
Mut1	Δ4,5	BRCA1	Whiley et al.	1.0	MutOnly
Mut1	ins 17:43110465-43110580	BRCA1	Whiley et al.	1.0	MutOnly
Mut1	ins 17:43110465-43110580 Δ4	BRCA1	Whiley et al.	1.0	MutOnly
Mut3	Δ8	BRCA1	Whiley et al.	1.0	MutOnly
Mut3	Δ8,9	BRCA1	Whiley et al.	1.0	MutOnly
Mut3	Δ8,9,10q	BRCA1	Whiley et al.	1.0	MutOnly
Mut3	Δ8,9,10	BRCA1	Whiley et al.	1.0	MutOnly
Mut3	Δ9	BRCA1	Whiley et al.	1.0	MutOnly
Mut3	Δ10q	BRCA1	Whiley et al.	1.0	MutOnly
Mut3	ins 17:43095923-43095942	BRCA1	Whiley et al.	1.0	MutOnly
Mut3	Δ8,10q	BRCA1	Whiley et al.	1.0	MutOnly
Mut3	Δ9,10q	BRCA1	Whiley et al.	1.0	MutOnly
Mut3	Δ10q ins 17:43079334-43079399	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ8	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ8,9	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ8,9,10q	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ8,9,10	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ9	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ10q	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	ins 17:43095923-43095942	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ8,10q	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ9,10q	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ10q ins 17:43079334-43079399	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ10	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ8,9,10,11	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ8,10	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ9,10	BRCA1	Whiley et al.	1.0	MutOnly
Mut8	Δ10,11	BRCA1	Whiley et al.	1.0	MutOnly
Mut9	Δ20	BRCA1	Whiley et al.	1.0	MutOnly
Mut9	Δ20,22	BRCA1	Whiley et al.	1.0	MutOnly
Mut9	Δ21,22	BRCA1	Whiley et al.	1.0	MutOnly
Mut9	Δ22	BRCA1	Whiley et al.	1.0	MutOnly
Mut9	Δ21	BRCA1	Whiley et al.	1.0	MutOnly
Mut2	Δ19	BRCA2	Whiley et al.	1.0	MutOnly
Mut2	Δ20	BRCA2	Whiley et al.	1.0	MutOnly
Mut2	Δ19,20	BRCA2	Whiley et al.	1.0	MutOnly
Mut2	ins 13:32371101-32371165	BRCA2	Whiley et al.	1.0	MutOnly
Mut4	Δ13:32326244-32326282 Δ7	BRCA2	Whiley et al.	1.0	MutOnly
Mut4	Δ3,5	BRCA2	Whiley et al.	1.0	MutOnly
Mut4	Δ3,4,5	BRCA2	Whiley et al.	1.0	MutOnly
Mut4	ins 13:32326083-32326100	BRCA2	Whiley et al.	1.0	MutOnly
Mut4	Δ4,5,6,7	BRCA2	Whiley et al.	1.0	MutOnly
Mut4	Δ5	BRCA2	Whiley et al.	1.0	MutOnly
Mut4	Δ5,6,7	BRCA2	Whiley et al.	1.0	MutOnly
Mut4	Δ6,7	BRCA2	Whiley et al.	1.0	MutOnly
Mut5	Δ25	BRCA2	Whiley et al.	1.0	MutOnly
Mut5	ins 13:32379914-32380006	BRCA2	Whiley et al.	1.0	MutOnly
Mut6	Δ18	BRCA2	Whiley et al.	1.0	MutOnly
Mut6	Δ17,18	BRCA2	Whiley et al.	1.0	MutOnly

